biodivlibrary;Falconiformes;Falconidae;Falco;Falco peregrinus;falco_peregrinus;Faucon pèlerin;Tunstall, 1771;Autochtone;LC;LC;oiseaux capturés en vole, quelques rongeurs et insectes ;oui;campagnes, cultures, villes, montagnes, falaises;oui;oui;non;36-48 cm;85-120 cm;https://fr.wikipedia.org/wiki/Falconiformes;https://fr.wikipedia.org/wiki/Falconidae
biodivlibrary;Falconiformes;Falconidae;Falco;Falco subbuteo;falco_subbuteo;Faucon hobereau;Linnaeus, 1758;Autochtone;LC;LC;oiseaux, gros insectes;oui;marais, étangs, lacs, campagnes ouvertes clairsemées de zones boisées, pleine forêt;non;non;oui;30-36 cm;65-85 cm;https://fr.wikipedia.org/wiki/Falconiformes;https://fr.wikipedia.org/wiki/Falconidae
biodivlibrary;Falconiformes;Falconidae;Falco;Falco tinnunculus;falco_tinnunculus;Faucon crécerelle;Linnaeus, 1758;Autochtone;LC;LC;rongeurs, oiseaux, reptiles, insectes;non;campagnes, cultures, villes, montagnes, bords des routes;oui;non;non;30-34 cm;60-75 cm;https://fr.wikipedia.org/wiki/Falconiformes;https://fr.wikipedia.org/wiki/Falconidae
biodivlibrary;Strigiformes;Strigidae;Aegolius;Aegolius funereus;aegolius_funereus;Nyctale de Tengmalm;Linnaeus, 1758;Autochtone;LC;LC;petits mammifères, petits oiseaux;non;forêts;oui;non;non;25 cm;52 cm;https://fr.wikipedia.org/wiki/Strigiformes;https://fr.wikipedia.org/wiki/Strigidae
biodivlibrary;Strigiformes;Strigidae;Asio;Asio flammeus;asio_flammeus;Hibou des marais;Pontoppidan, 1763;Autochtone;LC;VU;rongeurs, petits animaux, insectes;oui;milieux ouverts sauvages ou cultivés;oui;oui;oui;37-39 cm;95-110 cm;https://fr.wikipedia.org/wiki/Strigiformes;https://fr.wikipedia.org/wiki/Strigidae
biodivlibrary;Strigiformes;Strigidae;Asio;Asio otus;asio_otus;Hibou moyen-duc;Linnaeus, 1758;Autochtone;LC;LC;rongeurs, oiseaux, reptiles, insectes;oui;milieux boisés proche d'espaces ouverts ;oui;oui;non;35-37 cm;90-100 cm;https://fr.wikipedia.org/wiki/Strigiformes;https://fr.wikipedia.org/wiki/Strigidae
biodivlibrary;Strigiformes;Strigidae;Athene;Athene noctua;athene_noctua;Chevêche d'Athéna;Scopoli, 1769;Autochtone;LC;LC;petits oiseaux, micro-mammifères, lézards, insectes;non;campagnes boisées, cultures, vergers, zones rocheuses, ruines, villages de campagne;oui;non;non;21-23 cm;50-56 cm;https://fr.wikipedia.org/wiki/Strigiformes;https://fr.wikipedia.org/wiki/Strigidae
biodivlibrary;Strigiformes;Strigidae;Bubo;Bubo bubo;bubo_bubo;Grand-duc d'Europe;Linnaeus, 1758;Autochtone;LC;LC;rapaces diurnes, chouettes, corvidés, renardeaux, lapins, hérissons;non;centre, sud, est, zones de falaises et de gorges escarpés;oui;non;non;60-75 cm;160-188 cm;https://fr.wikipedia.org/wiki/Strigiformes;https://fr.wikipedia.org/wiki/Strigidae
Adam Kumiszcza, wikipedia;Strigiformes;Strigidae;Glaucidium;Glaucidium passerinum;glaucidium_passerinum;Chevêchette d'Europe;Linnaeus, 1758;Autochtone;LC;VU;oiseaux, micromammifères, lézards, insectes;non;massif central, massif alpin;oui;non;non;16-17 cm;34-36 cm;https://fr.wikipedia.org/wiki/Strigiformes;https://fr.wikipedia.org/wiki/Strigidae
biodivlibrary;Strigiformes;Strigidae;Otus;Otus scops;otus_scops;Petit-duc scops;Linnaeus, 1758;Autochtone;LC;LC;insectes, rongeurs, grenouilles;oui;moitié sud du pays, milieux boisés;non;non;oui;19-20 cm;53-63 cm;https://fr.wikipedia.org/wiki/Strigiformes;https://fr.wikipedia.org/wiki/Strigidae
biodivlibrary;Strigiformes;Strigidae;Strix;Strix aluco;strix_aluco;Chouette hulotte;Linnaeus, 1758;Autochtone;LC;LC;mammifères, oiseaux, reptiles, charognard;non;toutes sortes d'habitats tant qu'il y a des grands arbres, campagnes boisées et cultivées, forêts;oui;non;non;37-39 cm;94-104 cm ;https://fr.wikipedia.org/wiki/Strigiformes;https://fr.wikipedia.org/wiki/Strigidae
biodivlibrary;Strigiformes;Tytonidae;Tyto;Tyto alba;tyto_alba;Effraie des clochers;Scopoli, 1769;Autochtone;LC;LC;rongeurs, oiseaux, insectes;non;campagnes boisées clairsemées d'arbres et de haies;oui;non;non;33-35 cm;85-93 cm;https://fr.wikipedia.org/wiki/Strigiformes;https://fr.wikipedia.org/wiki/Tytonidae
